,AIBL,AIBR,ALA,ALNL,ASKL,AVAL,AVAR,AVBL,AVEL,AVER,AVFL,AVFR,DA1,DA9,DB1,DB2,DVA,DVB,DVC,PHAL,RIBL,RIBR,RID,RIML,RIMR,RIVL,RIVR,RMED,RMEV,SIADL,SIADR,SIAVL,SIAVR,SMDDR,SMDVL,SMDVR,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB1,VB2,VD13,train_test_label,time_in_seconds,tau
10,-0.32765275,0.008236259,-0.21748897,-0.27557874,-0.09523061,-0.11891225,0.06263615,-0.49021822,-0.06689615,-0.13592741,-0.4226226,-0.15148413,-0.35477248,-0.06939079,-0.41878706,-0.42919397,-0.3398461,-0.26524553,-0.42899284,-0.13917075,-0.35935348,-0.09180172,-0.31041294,-0.21398312,-0.10328893,-0.12458252,-0.49050426,-0.3695945,-0.52491176,-0.5010804,-0.22747296,-0.30648312,-0.34756812,-0.6225933,-0.32377696,-0.58284867,-0.10668874,-0.2777236,-0.29425874,-0.24061391,-0.19165458,0.04270523,-0.20530161,-0.2638806,-0.11440106,-0.29125834,train,1.9816514,1
11,-0.33587554,0.005109813,-0.21969691,-0.27191183,-0.102257624,-0.12486111,0.058685943,-0.4928336,-0.069279894,-0.14455116,-0.42248848,-0.15080523,-0.35546017,-0.06723453,-0.42729115,-0.4316107,-0.34432903,-0.26199985,-0.43549684,-0.14131476,-0.364829,-0.09036182,-0.31526905,-0.2229416,-0.1134309,-0.11716628,-0.4969327,-0.37015694,-0.5191157,-0.49964696,-0.23340899,-0.30669934,-0.34751105,-0.62969494,-0.33252132,-0.5973972,-0.115035675,-0.27580944,-0.30170757,-0.24437426,-0.20083472,0.037513457,-0.2133604,-0.27392083,-0.11174755,-0.3062142,train,2.1798165,1
12,-0.34225774,-0.0032386333,-0.22449188,-0.27116656,-0.110814154,-0.12914409,0.049108014,-0.48829025,-0.07355204,-0.15376167,-0.42189735,-0.15008402,-0.356579,-0.068479925,-0.42280954,-0.43042797,-0.34111452,-0.26072374,-0.43518105,-0.139449,-0.3602323,-0.091080025,-0.307593,-0.2271572,-0.1182293,-0.113487124,-0.49731007,-0.36315668,-0.5118853,-0.49043766,-0.23813455,-0.2983556,-0.3486902,-0.6255492,-0.3386192,-0.60717213,-0.118829064,-0.28073347,-0.30472395,-0.2461569,-0.20666505,0.03783656,-0.21599604,-0.26857102,-0.11051236,-0.31897372,train,2.3779817,1
13,-0.34572867,-0.008224905,-0.22017784,-0.272348,-0.115323536,-0.12950546,0.048685998,-0.48675904,-0.07517447,-0.15527868,-0.42653862,-0.15071872,-0.35376316,-0.06921655,-0.42388353,-0.4296047,-0.34715223,-0.25731778,-0.43362287,-0.147842,-0.35408616,-0.09025944,-0.3048714,-0.23652726,-0.12043992,-0.10910641,-0.4991095,-0.35802656,-0.5054267,-0.48534554,-0.24534424,-0.28809464,-0.34378418,-0.6243918,-0.3380259,-0.61167395,-0.12926555,-0.28045082,-0.31262055,-0.2528522,-0.21322832,0.031854548,-0.2226455,-0.27319044,-0.1074945,-0.3309546,train,2.5761468,1
14,-0.34179053,-0.012317769,-0.2210337,-0.27063924,-0.11790379,-0.13658418,0.046631828,-0.47897163,-0.08038954,-0.15990672,-0.43079326,-0.15232453,-0.36129057,-0.07071385,-0.40960178,-0.4298306,-0.34207815,-0.26256388,-0.42730775,-0.15493593,-0.35407442,-0.0887477,-0.28927258,-0.24648386,-0.12664478,-0.1110096,-0.49390927,-0.3527246,-0.49870026,-0.47959203,-0.2530497,-0.2740487,-0.34182668,-0.6125901,-0.3358213,-0.6165023,-0.13527949,-0.27754283,-0.31712067,-0.25847423,-0.21767965,0.030936979,-0.22221956,-0.27296877,-0.1050186,-0.34220973,train,2.774312,1
15,-0.34362277,-0.021190356,-0.21850704,-0.26710692,-0.11901737,-0.14179909,0.041536286,-0.47388995,-0.0823309,-0.16303965,-0.43381053,-0.15388584,-0.3664506,-0.07394695,-0.40567613,-0.432737,-0.34351903,-0.26448327,-0.42463797,-0.15790775,-0.3492625,-0.085715465,-0.28327763,-0.25621164,-0.13026327,-0.1078879,-0.49563864,-0.35107744,-0.499483,-0.46968386,-0.25750244,-0.2657181,-0.33821127,-0.6113205,-0.33939907,-0.62241673,-0.14274706,-0.2736845,-0.32294264,-0.26428914,-0.2241945,0.030499093,-0.22615795,-0.271702,-0.10337351,-0.3572467,train,2.972477,1
16,-0.34225196,-0.026065607,-0.21386167,-0.2679371,-0.11785021,-0.1430493,0.035189405,-0.4695141,-0.09375076,-0.16846912,-0.43692204,-0.15305078,-0.36657462,-0.08264595,-0.392465,-0.43665475,-0.3394136,-0.26468667,-0.41758615,-0.16416612,-0.33513194,-0.09086748,-0.27369043,-0.26085767,-0.122512326,-0.115275,-0.48804095,-0.3423349,-0.49623746,-0.45764157,-0.26478255,-0.24926344,-0.33097228,-0.5977991,-0.33693466,-0.6161754,-0.1446706,-0.2805353,-0.325241,-0.27013096,-0.23286062,0.03695231,-0.22348647,-0.26613224,-0.10249004,-0.3577804,train,3.1706421,1
17,-0.3388208,-0.03179081,-0.20982133,-0.26438576,-0.11702113,-0.14509943,0.026608944,-0.4622723,-0.09027106,-0.17255905,-0.4388021,-0.15434301,-0.37242708,-0.083911866,-0.38442168,-0.43184435,-0.3380335,-0.26590157,-0.411868,-0.16404685,-0.3303193,-0.088917024,-0.2591331,-0.27340946,-0.13142768,-0.11373827,-0.48985735,-0.3401472,-0.48865116,-0.44605178,-0.26587126,-0.24328873,-0.32336405,-0.59806126,-0.32888725,-0.617307,-0.14972638,-0.27427757,-0.32026652,-0.26855916,-0.23887727,0.037768282,-0.22895451,-0.2619154,-0.09088473,-0.36905688,train,3.3688073,1
18,-0.33964956,-0.039965566,-0.21139608,-0.25694394,-0.1199161,-0.14814718,0.014095955,-0.45948806,-0.10034882,-0.17616221,-0.42791265,-0.14806938,-0.3671771,-0.091373354,-0.37505,-0.43361086,-0.33366233,-0.2616259,-0.41316375,-0.1708147,-0.32012457,-0.09274124,-0.25442517,-0.2715232,-0.12667319,-0.11766963,-0.48803115,-0.33158416,-0.48561358,-0.42969993,-0.26506767,-0.23606277,-0.30902848,-0.5938867,-0.32631212,-0.61149395,-0.15376689,-0.2708403,-0.31513843,-0.27242512,-0.24394514,0.04098112,-0.23170157,-0.2549509,-0.08513227,-0.37285325,train,3.5669725,1
19,-0.33591205,-0.05070335,-0.21187183,-0.25486618,-0.12444319,-0.14733097,-0.0013631135,-0.458041,-0.103042744,-0.18289453,-0.41842338,-0.14410573,-0.36711654,-0.1004204,-0.3767321,-0.43255818,-0.3269036,-0.2604952,-0.41316962,-0.1684365,-0.31171685,-0.08924527,-0.2488209,-0.2675589,-0.12437077,-0.11813287,-0.4964072,-0.3199007,-0.48144478,-0.41301632,-0.25717622,-0.23462072,-0.29433647,-0.5936605,-0.32050145,-0.6055312,-0.15436716,-0.2662596,-0.29987872,-0.27176052,-0.24422355,0.037460454,-0.23754552,-0.2332451,-0.07288034,-0.3817368,train,3.7651377,1
20,-0.32587358,-0.069080964,-0.21213698,-0.24640174,-0.13358355,-0.14552273,-0.021886662,-0.4622416,-0.10817024,-0.18871541,-0.39958805,-0.14034027,-0.36621815,-0.10054435,-0.38280702,-0.42791545,-0.3235255,-0.25387678,-0.4191468,-0.1763798,-0.31748247,-0.07451602,-0.24812993,-0.26250473,-0.109417826,-0.12354896,-0.4959223,-0.3050687,-0.4737025,-0.40000162,-0.25060207,-0.22628692,-0.27418604,-0.58382666,-0.31086433,-0.60350144,-0.15504906,-0.25892475,-0.2789492,-0.27417475,-0.24339159,0.028007083,-0.23530415,-0.22207832,-0.05575967,-0.39894223,train,3.9633029,1
21,-0.3112281,-0.08182288,-0.21177682,-0.24785712,-0.1469272,-0.13752559,-0.029235914,-0.46282062,-0.10763053,-0.19524398,-0.38092065,-0.1449377,-0.36185932,-0.09945394,-0.39375022,-0.41525537,-0.31808507,-0.24858683,-0.42071187,-0.17963931,-0.32576203,-0.05522334,-0.24971929,-0.25784594,-0.09930231,-0.12937379,-0.5005978,-0.2843121,-0.46756494,-0.38695243,-0.24551955,-0.2185836,-0.26354393,-0.57516134,-0.30321035,-0.59953773,-0.15692534,-0.24903557,-0.2573739,-0.27340293,-0.23671055,0.013062857,-0.24012636,-0.20538358,-0.03513303,-0.41654074,train,4.161468,1
22,-0.29490831,-0.09554958,-0.20598409,-0.25724813,-0.14210215,-0.13647221,-0.045816965,-0.4505666,-0.11004055,-0.20294346,-0.37788153,-0.15380672,-0.36668614,-0.110893264,-0.38627356,-0.4143625,-0.3142959,-0.23843664,-0.3980952,-0.18266611,-0.32160175,-0.04306507,-0.24390078,-0.25540832,-0.07659818,-0.13749632,-0.48266485,-0.27388847,-0.47485095,-0.36155707,-0.24176997,-0.1972148,-0.24247359,-0.55274314,-0.29414207,-0.585979,-0.15809467,-0.24624887,-0.23301135,-0.2653843,-0.24213907,0.017857932,-0.23000783,-0.18549061,-0.018940434,-0.42372996,train,4.359633,1
23,-0.2905381,-0.10835698,-0.21235481,-0.25035134,-0.14264424,-0.13951373,-0.05179348,-0.4415545,-0.11370094,-0.20424831,-0.36914027,-0.15602258,-0.37138188,-0.11955735,-0.37638792,-0.41549623,-0.3154878,-0.23508732,-0.40037325,-0.18493152,-0.31640834,-0.037040107,-0.24056113,-0.25334132,-0.067843735,-0.14393455,-0.47602323,-0.25981674,-0.4795934,-0.34739676,-0.23930907,-0.1868877,-0.23193176,-0.5481278,-0.2875693,-0.5761136,-0.15637088,-0.24379101,-0.22352478,-0.2660029,-0.24479026,0.031012319,-0.23201936,-0.17218333,-0.013159448,-0.42636192,train,4.5577984,1
24,-0.2860341,-0.112185344,-0.20445931,-0.24918067,-0.15924674,-0.14492312,-0.053155947,-0.44300574,-0.11962668,-0.22570696,-0.3533787,-0.14777145,-0.3649926,-0.10762094,-0.40699273,-0.40992928,-0.32247347,-0.21771748,-0.4199505,-0.18690765,-0.32997146,-0.025315782,-0.24927408,-0.2658719,-0.07758789,-0.14558388,-0.47949204,-0.25697768,-0.46698427,-0.34764454,-0.24066678,-0.18710111,-0.2341808,-0.5447072,-0.28855604,-0.5957439,-0.16944975,-0.2388488,-0.23136893,-0.27448362,-0.25142908,0.0033996925,-0.24639148,-0.1865983,0.002973467,-0.44905138,train,4.7559633,1
25,-0.2823317,-0.109066874,-0.20273231,-0.24443495,-0.16877063,-0.15119953,-0.04784674,-0.4345964,-0.12947841,-0.22983876,-0.3464974,-0.14592013,-0.35692313,-0.096948385,-0.41601643,-0.40639585,-0.32329085,-0.21484427,-0.42929262,-0.18515456,-0.32998246,-0.023246247,-0.24115041,-0.2848843,-0.09701678,-0.14284128,-0.47662634,-0.2506194,-0.45040166,-0.35438728,-0.24409446,-0.1821017,-0.2433321,-0.5424221,-0.28985137,-0.6066098,-0.18365264,-0.24182704,-0.25055674,-0.28596455,-0.26159582,-0.011045754,-0.25238144,-0.19750701,0.004504554,-0.46121156,train,4.9541283,1
26,-0.2890432,-0.11616853,-0.19990824,-0.2426879,-0.17732511,-0.1538821,-0.049460493,-0.42195717,-0.13160893,-0.23161326,-0.34773585,-0.14953434,-0.349616,-0.09356098,-0.4207562,-0.40836275,-0.32396182,-0.209845,-0.42781302,-0.1851561,-0.3244964,-0.0261463,-0.234332,-0.2914628,-0.100994185,-0.134057,-0.47025377,-0.24985269,-0.44607836,-0.35499415,-0.24408485,-0.1781247,-0.2445261,-0.5445863,-0.29433185,-0.61274695,-0.19634825,-0.24730366,-0.261778,-0.28708482,-0.2653736,-0.020828426,-0.25423437,-0.19905564,0.00034997985,-0.46954793,train,5.1522937,1
27,-0.2833891,-0.11850271,-0.19336292,-0.22962642,-0.17119898,-0.15680377,-0.05228593,-0.4108525,-0.13763872,-0.2315778,-0.34486204,-0.14962965,-0.352223,-0.08971922,-0.41198188,-0.40638918,-0.3253024,-0.20779696,-0.42194393,-0.18653367,-0.31503135,-0.027033966,-0.2274698,-0.30461383,-0.10987766,-0.13436331,-0.46574074,-0.26145482,-0.43604273,-0.35376745,-0.24275932,-0.177586,-0.23947126,-0.5431808,-0.29657647,-0.6145481,-0.20507018,-0.24804008,-0.2709541,-0.28627568,-0.27253115,-0.02807267,-0.25717646,-0.20638442,0.0017489716,-0.47584093,train,5.3504586,1
28,-0.28839427,-0.11718494,-0.19696249,-0.23095953,-0.17680436,-0.1658115,-0.049264252,-0.40489662,-0.1371926,-0.2300578,-0.35073507,-0.15329531,-0.35557473,-0.08639625,-0.41436505,-0.4095934,-0.3297791,-0.20694666,-0.42462024,-0.17827488,-0.30934623,-0.03098533,-0.22018853,-0.31683448,-0.12440412,-0.12754507,-0.466308,-0.25964615,-0.43287766,-0.3536373,-0.244562,-0.17658676,-0.24428742,-0.5456486,-0.29853973,-0.62130046,-0.21562552,-0.248297,-0.28306478,-0.28855032,-0.278826,-0.031915866,-0.2648496,-0.20501198,-0.0036208592,-0.48451048,train,5.548624,1
29,-0.28445107,-0.12091611,-0.19133778,-0.23033972,-0.17128685,-0.17256415,-0.059606314,-0.39840758,-0.13958943,-0.22956134,-0.3554185,-0.15516877,-0.35867393,-0.088710085,-0.39787456,-0.4116611,-0.3264444,-0.20545334,-0.41495273,-0.17775898,-0.3019991,-0.032265645,-0.20309365,-0.32424632,-0.12182106,-0.12933412,-0.45348188,-0.26147676,-0.43137997,-0.34515354,-0.24135616,-0.16717957,-0.2369211,-0.53675425,-0.29163584,-0.6165819,-0.21901402,-0.24634454,-0.28308997,-0.2907027,-0.28532088,-0.026677273,-0.25968987,-0.20472473,-0.0026009344,-0.48717296,train,5.746789,1
30,-0.28190917,-0.120692685,-0.18659264,-0.22433975,-0.16480523,-0.17629424,-0.05439049,-0.39483437,-0.14372614,-0.22808687,-0.3545136,-0.15221739,-0.35845095,-0.09169474,-0.390246,-0.41603726,-0.33034134,-0.20376977,-0.41284028,-0.17854802,-0.29525366,-0.035172384,-0.20366934,-0.32848382,-0.121359065,-0.12889417,-0.44843408,-0.26828533,-0.43334085,-0.33984596,-0.24117103,-0.16754335,-0.2362741,-0.53239834,-0.29336244,-0.61052525,-0.21901774,-0.24677664,-0.2897487,-0.2903732,-0.29068133,-0.025817037,-0.26233375,-0.20802636,-0.006924579,-0.48598146,train,5.944954,1
31,-0.27724737,-0.120819956,-0.17508903,-0.22380528,-0.16037041,-0.17710511,-0.06375357,-0.38653603,-0.14724883,-0.23482645,-0.35579237,-0.15144014,-0.35245258,-0.09269947,-0.3828448,-0.41522133,-0.3256374,-0.19406125,-0.40320954,-0.17209795,-0.2820682,-0.04532374,-0.19713373,-0.33845562,-0.11840111,-0.13407966,-0.43710566,-0.27177197,-0.42863023,-0.32432285,-0.24234286,-0.16192596,-0.22666131,-0.520279,-0.29052028,-0.6016873,-0.22386658,-0.25167063,-0.28878736,-0.2913543,-0.29858252,-0.024324544,-0.2601949,-0.2034632,-0.00076154247,-0.48017853,train,6.1431193,1
32,-0.27250883,-0.1218126,-0.17677975,-0.22370347,-0.15157008,-0.18055502,-0.06392406,-0.38205403,-0.1456112,-0.2293964,-0.35950908,-0.14822203,-0.36133718,-0.102308586,-0.36350042,-0.41932565,-0.3241212,-0.19951904,-0.39190704,-0.16579328,-0.2711699,-0.04886131,-0.18778604,-0.34005827,-0.113998204,-0.13385293,-0.4290365,-0.27119452,-0.43206888,-0.31130263,-0.24178712,-0.1556343,-0.22513944,-0.50800836,-0.28505656,-0.58769715,-0.21694615,-0.25474277,-0.2870535,-0.28693682,-0.30278826,-0.013404809,-0.25700343,-0.18829936,-0.0067446046,-0.47417963,train,6.3412843,1
33,-0.27585945,-0.12645487,-0.17643763,-0.22421491,-0.15063453,-0.18424177,-0.061863728,-0.37931326,-0.14544794,-0.22585809,-0.36232328,-0.14892471,-0.36471438,-0.108523265,-0.35641456,-0.42198128,-0.32692203,-0.19993919,-0.38569105,-0.1600939,-0.27081823,-0.04980851,-0.18678388,-0.34815463,-0.106638506,-0.13390355,-0.4224706,-0.27093905,-0.43620482,-0.30257094,-0.24713999,-0.15069537,-0.22951743,-0.4996216,-0.28499874,-0.5795711,-0.21567194,-0.2580925,-0.2925468,-0.29090548,-0.30519083,-0.0038649663,-0.25183573,-0.18211003,-0.010224931,-0.4724838,train,6.5394497,1
34,-0.27807075,-0.1293008,-0.17409518,-0.2247684,-0.14216277,-0.18942016,-0.06360304,-0.37513092,-0.14438665,-0.2230329,-0.3709662,-0.1522851,-0.3707949,-0.11670324,-0.3394736,-0.4246769,-0.32698327,-0.20197652,-0.3787251,-0.16678451,-0.2642555,-0.05245269,-0.17776218,-0.35260856,-0.10418463,-0.12879193,-0.4170246,-0.27120477,-0.43899578,-0.3000163,-0.24844116,-0.14295533,-0.22777426,-0.4941123,-0.2813513,-0.57357895,-0.21366565,-0.25730497,-0.29338405,-0.29079425,-0.3110277,0.006672539,-0.24971135,-0.18270566,-0.01487039,-0.4716851,train,6.7376146,1
35,-0.28026998,-0.13090162,-0.16919023,-0.21922645,-0.14533763,-0.18976931,-0.061667353,-0.36842978,-0.14819068,-0.22610317,-0.36873522,-0.15193406,-0.36390552,-0.11610271,-0.3387061,-0.42247444,-0.32672673,-0.20015956,-0.3809182,-0.16751045,-0.26028103,-0.05523026,-0.17666781,-0.35777622,-0.10552557,-0.1240285,-0.41616037,-0.27488738,-0.43799162,-0.2918469,-0.25108513,-0.1426144,-0.2254094,-0.4912684,-0.28435275,-0.56878006,-0.21773207,-0.25345796,-0.30060923,-0.2910909,-0.31745043,0.0022327378,-0.25710118,-0.18239743,-0.012862606,-0.47360706,train,6.93578,1
36,-0.279636,-0.13257155,-0.16858318,-0.21923473,-0.14214833,-0.19293556,-0.067876585,-0.3697896,-0.15047345,-0.22527593,-0.36836493,-0.14980653,-0.36636797,-0.118927166,-0.33707473,-0.42548776,-0.32440662,-0.20284587,-0.38085517,-0.16175902,-0.25422353,-0.055948906,-0.17344749,-0.35799268,-0.10283734,-0.12592536,-0.4088058,-0.27464023,-0.44017726,-0.28626665,-0.2501324,-0.13954683,-0.22327183,-0.48980188,-0.28321248,-0.56641597,-0.21464105,-0.25609633,-0.30480644,-0.29553354,-0.3234278,0.007244207,-0.25397688,-0.17817,-0.014614269,-0.4733805,train,7.133945,1
37,-0.27518573,-0.13916166,-0.16744116,-0.2097172,-0.14079134,-0.19104163,-0.06674753,-0.36576205,-0.14836016,-0.22351876,-0.3631181,-0.14595348,-0.36768046,-0.113994166,-0.3310009,-0.4170823,-0.32041332,-0.20678282,-0.3789565,-0.16053122,-0.24861398,-0.05069252,-0.16044539,-0.3663588,-0.10660769,-0.120967925,-0.4097135,-0.26996565,-0.42825693,-0.28250986,-0.24743037,-0.13842127,-0.21675336,-0.4929632,-0.27466428,-0.5643608,-0.21208012,-0.2586125,-0.3029061,-0.29497308,-0.32537213,0.0024495795,-0.25582647,-0.16911234,-0.011891307,-0.4796316,train,7.33211,1
38,-0.2686135,-0.13923071,-0.1636207,-0.20648076,-0.1406014,-0.19418547,-0.064732574,-0.35662505,-0.15671414,-0.21748829,-0.36092705,-0.1490334,-0.36716905,-0.1162917,-0.31885818,-0.41443378,-0.31908244,-0.2078751,-0.37267202,-0.16135682,-0.24703684,-0.049978733,-0.15339726,-0.37555942,-0.109140456,-0.120544046,-0.40559453,-0.26898298,-0.42385837,-0.27849838,-0.25291398,-0.12991656,-0.21524656,-0.4841028,-0.27549472,-0.5594826,-0.21701479,-0.25492772,-0.30939725,-0.2975859,-0.32768372,0.0043212995,-0.2535821,-0.17062001,-0.0123845395,-0.48186338,train,7.5302753,1
39,-0.27471435,-0.13829812,-0.16269262,-0.1963142,-0.15241046,-0.19789739,-0.06644328,-0.355629,-0.1573999,-0.222193,-0.34445223,-0.14117673,-0.35938245,-0.10576661,-0.32983294,-0.41192,-0.31848118,-0.20055172,-0.38927162,-0.15090191,-0.2481883,-0.05326704,-0.1524952,-0.3772709,-0.12312725,-0.120518915,-0.4056539,-0.26379594,-0.41571558,-0.27974546,-0.2506507,-0.14055198,-0.2190036,-0.49295184,-0.2742658,-0.571013,-0.21958178,-0.24985525,-0.3186215,-0.2996006,-0.33054596,-0.0066168755,-0.2641856,-0.17488447,-0.012729486,-0.48400646,train,7.7284403,1
