,AIBL,AIBR,ALA,ALNL,AS10,ASKL,ASKR,AVAL,AVAR,AVBL,AVBR,AVEL,AVER,AVFL,AVFR,DA1,DA7,DA9,DB7,DVA,DVB,DVC,PDA,PHAL,PHAR,PLML,PVNL,RIBL,RIBR,RID,RIML,RIMR,RIS,RIVL,RIVR,RMED,RMEV,SABD,SABVL,SABVR,SIADL,SIADR,SIAVL,SIAVR,SMDVL,URYDL,URYDR,URYVL,URYVR,VA1,VA11,VA12,VB11,VD13,train_test_label,time_in_seconds,tau
10,-0.19300388,-0.1639362,-0.08142614,-0.062471583,-0.113346964,-0.17390426,-0.12560198,0.0019267872,-0.06419438,-0.26122504,-0.09423399,-0.12082274,-0.16495807,-0.1707471,-0.06652188,-0.19033462,-0.112180024,0.0012511723,-0.23469526,-0.045866046,-0.243078,-0.19729933,-0.02509031,-0.08765435,-0.3499835,0.06676716,-0.043391164,-0.20746168,-0.02605381,-0.04700806,-0.15512241,-0.059900444,-0.22160211,-0.1346789,-0.201286,-0.17728189,-0.25722134,-0.0069177784,-0.22090374,-0.11988278,-0.120420486,-0.2691881,-0.110120885,-0.0569795,-0.24668658,-0.1321449,-0.24412423,-0.19292344,-0.18981227,-0.20541418,-0.151966,-0.14313686,-0.07605851,-0.26382595,train,2.8807683,1
11,-0.18272637,-0.17497395,-0.06700386,-0.06086056,-0.10678114,-0.16753231,-0.1334317,0.011633448,-0.07729943,-0.257295,-0.09158557,-0.110929556,-0.1611394,-0.13607079,-0.05840375,-0.16967198,-0.107748024,0.010401595,-0.20633471,-0.036395878,-0.24419633,-0.1967966,-0.023282994,-0.07795458,-0.35810426,0.07364047,-0.045215126,-0.1966684,-0.026481276,-0.048618335,-0.14766753,-0.05513789,-0.2158873,-0.13733283,-0.16934873,-0.16304986,-0.25013366,0.0021406375,-0.22296807,-0.122636855,-0.11434274,-0.25979465,-0.10108639,-0.042814292,-0.24393135,-0.13555484,-0.23948804,-0.1814335,-0.18192744,-0.21340021,-0.15497236,-0.13116908,-0.05990643,-0.25119525,train,3.168845,1
12,-0.19843556,-0.16180801,-0.0915906,-0.06387839,-0.13490734,-0.19137453,-0.14851129,-0.0037281886,-0.065932825,-0.2585038,-0.1096941,-0.12228409,-0.19347444,-0.17717883,-0.07065618,-0.19381237,-0.13510641,0.006651722,-0.26455224,-0.06280832,-0.25605702,-0.21565044,-0.014230762,-0.09485796,-0.35845485,0.058348008,-0.03550678,-0.21661264,-0.04085242,-0.04559643,-0.17106417,-0.08276196,-0.23973618,-0.15352856,-0.21230511,-0.1833891,-0.26768672,-0.030027892,-0.21723208,-0.11447629,-0.13612323,-0.28370982,-0.108512685,-0.080335654,-0.2650311,-0.14521182,-0.24024582,-0.2191872,-0.1885117,-0.22036645,-0.14519654,-0.16215517,-0.08331913,-0.28485382,train,3.4569218,1
13,-0.19682032,-0.16216484,-0.08715975,-0.061252058,-0.1407652,-0.18819423,-0.15501355,0.004462257,-0.07861181,-0.25811195,-0.11139029,-0.1172971,-0.19664408,-0.18736985,-0.08016507,-0.20231843,-0.14707205,0.009762326,-0.2679631,-0.06668082,-0.25689876,-0.21371457,-0.023620818,-0.08621859,-0.35019848,0.060291134,-0.034322485,-0.21779704,-0.043047965,-0.041138,-0.18938805,-0.09601876,-0.24656424,-0.1611174,-0.21316619,-0.19040167,-0.25863627,-0.045301814,-0.20910811,-0.114271075,-0.13863313,-0.28498316,-0.108594954,-0.07802124,-0.27302438,-0.14592326,-0.24200365,-0.22224823,-0.18422577,-0.23087302,-0.15045647,-0.16918045,-0.08891033,-0.28201592,train,3.7449987,1
14,-0.211747,-0.14214562,-0.103086725,-0.057111576,-0.14341545,-0.18759784,-0.15184331,-0.004736569,-0.06320447,-0.2623122,-0.13289174,-0.12611751,-0.19174924,-0.20830248,-0.07766418,-0.21983089,-0.15504637,0.0043444354,-0.28541338,-0.07540489,-0.26000145,-0.22303648,-0.014893491,-0.09406384,-0.35472307,0.050246783,-0.035679772,-0.22665313,-0.051618215,-0.043586385,-0.19575325,-0.10563195,-0.24342112,-0.15989941,-0.2376073,-0.21828756,-0.27069944,-0.038529236,-0.20571691,-0.106876984,-0.13705602,-0.30391353,-0.11467148,-0.09712802,-0.28370348,-0.14216983,-0.24315423,-0.24446915,-0.19349693,-0.23492107,-0.13490939,-0.17989862,-0.10686663,-0.3002509,train,4.0330753,1
15,-0.216072,-0.13911937,-0.11598757,-0.0581413,-0.15628594,-0.1924561,-0.16488457,-0.0178737,-0.06644873,-0.26467165,-0.1468923,-0.13519949,-0.19474514,-0.22128513,-0.08916345,-0.23739514,-0.17421451,0.002806576,-0.30522054,-0.085919134,-0.2689949,-0.24202633,-0.015092146,-0.110506445,-0.35365325,0.042688377,-0.026853899,-0.23571649,-0.050434,-0.050320596,-0.20570922,-0.124377385,-0.25685775,-0.16283484,-0.25730532,-0.23155902,-0.28198603,-0.06300056,-0.20458819,-0.1008683,-0.15306203,-0.31316742,-0.11365871,-0.11037201,-0.29454964,-0.14416096,-0.22870275,-0.26959026,-0.19849904,-0.23705798,-0.13270955,-0.20145608,-0.10884527,-0.31640357,train,4.321152,1
16,-0.20379311,-0.15160197,-0.10542648,-0.045275494,-0.14782718,-0.19429037,-0.15736312,-0.0005296841,-0.084606335,-0.25858355,-0.13996461,-0.1286054,-0.18789293,-0.19495206,-0.084412046,-0.22201584,-0.17851658,0.0012532659,-0.28528422,-0.076126546,-0.2657588,-0.23894173,-0.019595034,-0.09938596,-0.35413572,0.052669726,-0.02620959,-0.23083934,-0.044758584,-0.05188848,-0.2018652,-0.1223077,-0.25389543,-0.16208288,-0.25005192,-0.21289425,-0.2651641,-0.060594592,-0.20238,-0.104050234,-0.1441249,-0.29928783,-0.11200996,-0.08723102,-0.290993,-0.14904457,-0.22242981,-0.26002756,-0.19444975,-0.24314365,-0.14430292,-0.19469179,-0.1024023,-0.31086853,train,4.609229,1
17,-0.21376808,-0.1439759,-0.112150334,-0.052989624,-0.14875826,-0.18843636,-0.15210754,-0.0054127164,-0.068094306,-0.27186674,-0.1535448,-0.14051278,-0.18512067,-0.21232818,-0.08450543,-0.2265573,-0.17034446,-0.00022361241,-0.29095733,-0.07827163,-0.26516584,-0.24238059,-0.016734425,-0.10907248,-0.3570121,0.047660924,-0.030615365,-0.2355691,-0.044369493,-0.061391387,-0.19240716,-0.114768475,-0.25396797,-0.15985414,-0.26199558,-0.23033738,-0.27628505,-0.050991032,-0.21060522,-0.09957133,-0.14357476,-0.30791855,-0.1092315,-0.09765152,-0.291624,-0.14369704,-0.2283341,-0.26653957,-0.2029444,-0.23109531,-0.12796772,-0.19835867,-0.098445535,-0.31928322,train,4.897306,1
18,-0.22217315,-0.1531322,-0.11442827,-0.04808496,-0.1613628,-0.18474147,-0.15499836,-0.010541569,-0.06708649,-0.2794937,-0.15577315,-0.15132207,-0.19813225,-0.21739455,-0.07531984,-0.2324969,-0.16808715,-0.008435328,-0.30266932,-0.078773364,-0.28192693,-0.24669507,-0.012121141,-0.11924639,-0.36446038,0.036971517,-0.033892017,-0.22634125,-0.04615669,-0.06711236,-0.1765905,-0.11347297,-0.2587641,-0.15954992,-0.27831554,-0.22555435,-0.28682753,-0.05520885,-0.21179567,-0.103253774,-0.13964403,-0.3092234,-0.108912066,-0.09428368,-0.29726666,-0.15539178,-0.22397733,-0.27046248,-0.20724854,-0.23879382,-0.12338437,-0.20046706,-0.09676306,-0.33252826,train,5.185383,1
19,-0.21011439,-0.16888085,-0.10851099,-0.04566761,-0.16218098,-0.18552096,-0.15023306,0.0011617169,-0.07631949,-0.27324316,-0.14960605,-0.151802,-0.1966912,-0.19470821,-0.06765959,-0.21587914,-0.15781137,-0.009841371,-0.29366234,-0.0691752,-0.28579053,-0.2360758,-0.019044496,-0.12212692,-0.36881387,0.04453238,-0.03272106,-0.22762014,-0.039857276,-0.08109634,-0.16058503,-0.095193624,-0.24593587,-0.15855029,-0.28476784,-0.21416688,-0.27924487,-0.04846758,-0.21183887,-0.111469455,-0.123528175,-0.29623944,-0.10860954,-0.07087522,-0.2935875,-0.14713302,-0.21544617,-0.25272116,-0.2001871,-0.22926731,-0.13223028,-0.19600743,-0.08703907,-0.3276538,train,5.4734597,1
20,-0.20737576,-0.17291887,-0.10831266,-0.04660458,-0.16297938,-0.17793866,-0.1577677,-0.002309095,-0.08089319,-0.27489927,-0.15095226,-0.15433133,-0.1981175,-0.19787076,-0.06866123,-0.22578493,-0.15645331,-0.015405212,-0.30156052,-0.06980801,-0.28326476,-0.23749872,-0.024609849,-0.12809412,-0.3701849,0.04547105,-0.03227794,-0.22664067,-0.038903695,-0.08856425,-0.16214262,-0.104753196,-0.2460317,-0.16241178,-0.2880032,-0.21769376,-0.28140157,-0.053667765,-0.21022311,-0.11798286,-0.12530565,-0.29497656,-0.11053331,-0.063198626,-0.2917723,-0.15107435,-0.20979717,-0.24710977,-0.20196041,-0.229002,-0.13245542,-0.20296815,-0.08294662,-0.32460618,train,5.7615366,1
21,-0.20647608,-0.16463307,-0.11756755,-0.05774582,-0.17184192,-0.1821291,-0.1637708,-0.0138641335,-0.076804146,-0.2746476,-0.16008173,-0.1579819,-0.2004413,-0.21400665,-0.07632131,-0.24063735,-0.17282745,-0.020546794,-0.31583956,-0.07721235,-0.2848145,-0.251323,-0.019396324,-0.13877279,-0.36724365,0.037791915,-0.026436279,-0.24034661,-0.038029198,-0.084611185,-0.1718445,-0.118496135,-0.25350887,-0.16590635,-0.30242693,-0.22287661,-0.2853702,-0.06362039,-0.216883,-0.114004,-0.14144996,-0.30641127,-0.11028594,-0.076369636,-0.29338515,-0.16343781,-0.2039814,-0.26475674,-0.20949139,-0.22428894,-0.12910564,-0.20867515,-0.08455042,-0.33781087,train,6.049613,1
22,-0.19159564,-0.17493737,-0.10014093,-0.05110071,-0.1596831,-0.18605834,-0.1571682,0.0055348165,-0.08790758,-0.257954,-0.14780605,-0.1390892,-0.19567665,-0.18132527,-0.068605766,-0.20747721,-0.1600864,-0.008088738,-0.2861063,-0.06887922,-0.2761789,-0.24407598,-0.01785085,-0.12265759,-0.36363053,0.046322785,-0.032415606,-0.22681421,-0.035920337,-0.07597571,-0.17011137,-0.101148844,-0.23625043,-0.1674113,-0.26675653,-0.19194125,-0.26401377,-0.045169566,-0.21150307,-0.11650099,-0.124400966,-0.2920442,-0.09571229,-0.054267265,-0.28072235,-0.16261609,-0.21184626,-0.24264044,-0.2076816,-0.22963086,-0.13896084,-0.18643117,-0.0733076,-0.3220871,train,6.33769,1
23,-0.18977138,-0.1730123,-0.10081468,-0.053185172,-0.16710442,-0.18497947,-0.15667118,0.0033955835,-0.07130936,-0.2582155,-0.14703566,-0.13981487,-0.19557808,-0.1816872,-0.067590475,-0.20879158,-0.15635625,-0.0009722691,-0.2806266,-0.06864264,-0.27958593,-0.2433137,-0.009604052,-0.12684827,-0.37108004,0.04639419,-0.032113846,-0.22403368,-0.042960323,-0.077499844,-0.1630302,-0.085077584,-0.2350299,-0.1784232,-0.2493365,-0.1955279,-0.28207558,-0.029602427,-0.21511446,-0.11914715,-0.124940164,-0.2995079,-0.088028826,-0.061507568,-0.2822936,-0.16905402,-0.21875757,-0.2521515,-0.21239832,-0.22647868,-0.12682827,-0.1738753,-0.067162715,-0.31940663,train,6.6257668,1
24,-0.1882539,-0.1671003,-0.09574808,-0.053030528,-0.17193486,-0.18878542,-0.16289604,0.0026622266,-0.068403766,-0.25660092,-0.14744332,-0.13612549,-0.2006948,-0.18445575,-0.06675157,-0.20546678,-0.15481314,0.004101621,-0.28323427,-0.0748162,-0.27836618,-0.24728179,-0.008248266,-0.123918116,-0.37126115,0.040628888,-0.031498678,-0.21913908,-0.050184023,-0.07698114,-0.16657573,-0.08682953,-0.23117569,-0.18907332,-0.23945382,-0.19532731,-0.28892156,-0.03160495,-0.20932,-0.123525865,-0.121447116,-0.3065993,-0.08198488,-0.06427266,-0.2880485,-0.17354852,-0.21806419,-0.2584503,-0.21433407,-0.2318919,-0.12597962,-0.17491718,-0.071567304,-0.31872553,train,6.9138436,1
25,-0.18984857,-0.16993321,-0.0995433,-0.054005966,-0.1732231,-0.1887864,-0.16918142,0.0007534027,-0.06267895,-0.25704908,-0.15035123,-0.13364328,-0.21500672,-0.1831005,-0.064084604,-0.20165765,-0.1542329,0.012608175,-0.27996367,-0.06657409,-0.28484252,-0.25449568,0.0036693327,-0.122255564,-0.38733643,0.03647887,-0.034157652,-0.22698835,-0.052300792,-0.073471755,-0.16456261,-0.077305764,-0.22429945,-0.19542785,-0.23483695,-0.1960077,-0.28950098,-0.02692609,-0.22123079,-0.13247837,-0.122079246,-0.3096766,-0.08429602,-0.07709186,-0.28856793,-0.17257011,-0.22549447,-0.25110278,-0.21098363,-0.2251336,-0.1223831,-0.16239211,-0.06756727,-0.32367498,train,7.2019205,1
26,-0.19783196,-0.1592582,-0.11825581,-0.056666426,-0.18440044,-0.1998813,-0.17326292,-0.004881393,-0.059206977,-0.25978008,-0.16029646,-0.1472272,-0.22445728,-0.21185018,-0.07292674,-0.22206716,-0.18144587,0.0069118384,-0.30560002,-0.0795993,-0.29372728,-0.27021483,0.0049956217,-0.1309008,-0.38902864,0.02492427,-0.030013084,-0.24939105,-0.053431973,-0.07078362,-0.17754646,-0.09351961,-0.23028293,-0.20205475,-0.26308012,-0.20978314,-0.29293922,-0.050179366,-0.22365473,-0.13848697,-0.13370895,-0.32881176,-0.08899902,-0.100370444,-0.30535132,-0.17223278,-0.22101018,-0.27506062,-0.20572305,-0.22869256,-0.11792662,-0.18374458,-0.08020651,-0.34328395,train,7.4899974,1
27,-0.2000185,-0.15292606,-0.11945182,-0.06518621,-0.18215278,-0.1983959,-0.18596414,-0.009067174,-0.05902042,-0.26273227,-0.16759329,-0.14492711,-0.22552185,-0.2197367,-0.07883841,-0.23486224,-0.184019,0.0046899747,-0.30667323,-0.07467004,-0.28968468,-0.2726466,0.00010665506,-0.12880936,-0.38028675,0.024241544,-0.023325853,-0.24714586,-0.055201538,-0.067717604,-0.19144933,-0.1057834,-0.24037032,-0.20503297,-0.2613604,-0.22218777,-0.29505613,-0.055991817,-0.22163574,-0.1331552,-0.13939512,-0.33545423,-0.09267853,-0.11167869,-0.3092032,-0.17220175,-0.22339967,-0.29087895,-0.20960382,-0.23080593,-0.11958822,-0.18760085,-0.07710916,-0.34305272,train,7.7780743,1
28,-0.19326091,-0.14838503,-0.114166036,-0.06386887,-0.17333992,-0.1965628,-0.18338361,-0.009780012,-0.06168631,-0.26357934,-0.16877422,-0.14104778,-0.22382265,-0.22035009,-0.07912493,-0.23380607,-0.18538463,0.0034580324,-0.2967743,-0.07792364,-0.29413903,-0.26955253,0.0008111894,-0.122754104,-0.37848127,0.022158198,-0.025624419,-0.25308028,-0.05174411,-0.07024886,-0.19715708,-0.107120484,-0.23747045,-0.20482339,-0.26548767,-0.22254184,-0.29235175,-0.057099994,-0.22396065,-0.13021068,-0.13898632,-0.33478874,-0.09633846,-0.11282688,-0.3106072,-0.16193524,-0.22112688,-0.28568387,-0.21209049,-0.23097306,-0.1271349,-0.18840118,-0.07747325,-0.34531116,train,8.066151,1
29,-0.19489916,-0.14667611,-0.11695476,-0.065414555,-0.17657878,-0.19790749,-0.19405836,-0.008597884,-0.055315655,-0.2628126,-0.17080745,-0.13765791,-0.22356579,-0.2229925,-0.08289032,-0.23650928,-0.18737213,0.013950622,-0.3050682,-0.07349268,-0.2906389,-0.2710508,0.0023930818,-0.12488495,-0.38103238,0.02388177,-0.0177935,-0.24549206,-0.053806752,-0.07304224,-0.20045868,-0.11136569,-0.23918808,-0.20575671,-0.26160133,-0.23664021,-0.29733804,-0.05541162,-0.21563454,-0.12942253,-0.13986379,-0.3338004,-0.10275412,-0.11206594,-0.31271923,-0.16549085,-0.22373989,-0.29409653,-0.21010639,-0.22884718,-0.1330622,-0.19469193,-0.07896666,-0.34331352,train,8.354228,1
30,-0.20853609,-0.13719039,-0.1222093,-0.06514301,-0.17940985,-0.19815664,-0.1959306,-0.013580363,-0.046629656,-0.27188596,-0.1811603,-0.14012659,-0.21807688,-0.24399048,-0.08234983,-0.24824008,-0.19278602,0.011006738,-0.3237468,-0.08407715,-0.28189024,-0.27506194,0.0008409135,-0.12206833,-0.37140545,0.009595431,-0.011071539,-0.25120574,-0.054479785,-0.076023296,-0.20919034,-0.12840816,-0.24191546,-0.20078704,-0.2780975,-0.25247657,-0.29930234,-0.059172366,-0.20776385,-0.125063,-0.14476356,-0.34320605,-0.10818519,-0.124084055,-0.3206876,-0.16944414,-0.22466838,-0.30974054,-0.2131322,-0.23384817,-0.12784912,-0.20768552,-0.094890594,-0.35506296,train,8.642304,1
31,-0.20820785,-0.1517226,-0.11247371,-0.045264594,-0.17587423,-0.2052605,-0.192958,-0.011333074,-0.057597436,-0.2698155,-0.17406067,-0.1368891,-0.22383104,-0.21229033,-0.066686556,-0.22699514,-0.18211697,0.013332183,-0.31288093,-0.08821166,-0.28428826,-0.2738704,0.0017735399,-0.111215815,-0.38447434,0.012149282,-0.018339263,-0.24040258,-0.05955495,-0.07621315,-0.1905532,-0.110706955,-0.23131266,-0.20004411,-0.2631272,-0.23174468,-0.29966375,-0.053812202,-0.2005731,-0.13467027,-0.12674525,-0.32965708,-0.108888194,-0.109656125,-0.31512967,-0.16891743,-0.2187142,-0.28606477,-0.20726407,-0.25246903,-0.1336818,-0.19602184,-0.09606435,-0.35085624,train,8.930382,1
32,-0.1957636,-0.16899632,-0.10702502,-0.03675981,-0.16654192,-0.2004726,-0.1903702,-0.0007873103,-0.06199579,-0.25417218,-0.16856301,-0.13812777,-0.2205212,-0.18460351,-0.06193731,-0.20475659,-0.16640416,0.021273922,-0.29960564,-0.0822123,-0.27262652,-0.25516915,0.002733305,-0.10019839,-0.39338586,0.021583803,-0.02087526,-0.23880869,-0.06151741,-0.080578454,-0.17837656,-0.091137975,-0.216415,-0.19625044,-0.2513944,-0.22271135,-0.2939697,-0.038537215,-0.1969117,-0.13976856,-0.104678914,-0.31176418,-0.11226708,-0.090591155,-0.30426082,-0.16608751,-0.21290407,-0.25680402,-0.19798025,-0.24990845,-0.133441,-0.18149364,-0.09280857,-0.34275466,train,9.218458,1
33,-0.19337435,-0.17871717,-0.10762888,-0.04991941,-0.17448409,-0.20245561,-0.1924169,-0.004798021,-0.0728671,-0.25123453,-0.17173448,-0.15326595,-0.22141436,-0.18574354,-0.061989713,-0.20893125,-0.16796179,0.0055963267,-0.2965444,-0.08043826,-0.2772374,-0.25237182,-0.0042116717,-0.10696888,-0.3744747,0.025992446,-0.015298624,-0.23494789,-0.05438581,-0.07779692,-0.17515598,-0.09534012,-0.23140536,-0.1897012,-0.25777566,-0.20858449,-0.29679915,-0.05145048,-0.1981561,-0.1278007,-0.112868704,-0.3154269,-0.10429506,-0.08122224,-0.31490684,-0.1682042,-0.2101168,-0.2694424,-0.20193389,-0.24912433,-0.128384,-0.18397498,-0.08082191,-0.3456677,train,9.506536,1
